"","Trials","ProbR","ID","role","cond","reward","choise","partner.choise","sender.dec","receiver.dec","phase","onset","state","event","image_name"
"218",73,75,"s59B","receiver","coop",0,2,2,"truth","trust","2",1672.1568,"active",218,"s59B+beta+event_218+tlrc"
"219",73,75,"s59B","receiver","coop",0,2,2,"truth","trust","FB",1679.1568,"feedback",219,"s59B+beta+event_219+tlrc"
"220",74,25,"s59B","receiver","comp",0,2,1,"truth","doubt","1",1687.1652,"waiting",220,"s59B+beta+event_220+tlrc"
"221",74,25,"s59B","receiver","comp",0,2,1,"truth","doubt","2",1694.1652,"active",221,"s59B+beta+event_221+tlrc"
"222",74,25,"s59B","receiver","comp",0,2,1,"truth","doubt","FB",1701.1652,"feedback",222,"s59B+beta+event_222+tlrc"
"223",75,30,"s59B","sender","coop",100,1,1,"truth","trust","1",1711.174,"active",223,"s59B+beta+event_223+tlrc"
"224",75,30,"s59B","sender","coop",100,1,1,"truth","trust","2",1718.174,"waiting",224,"s59B+beta+event_224+tlrc"
"225",75,30,"s59B","sender","coop",100,1,1,"truth","trust","FB",1725.174,"feedback",225,"s59B+beta+event_225+tlrc"
"226",76,10,"s59B","sender","comp",150,2,2,"lie","trust","1",1732.1828,"active",226,"s59B+beta+event_226+tlrc"
"227",76,10,"s59B","sender","comp",150,2,2,"lie","trust","2",1739.1828,"waiting",227,"s59B+beta+event_227+tlrc"
"228",76,10,"s59B","sender","comp",150,2,2,"lie","trust","FB",1746.1828,"feedback",228,"s59B+beta+event_228+tlrc"
"229",77,70,"s59B","receiver","coop",100,2,2,"truth","trust","1",1754.1914,"waiting",229,"s59B+beta+event_229+tlrc"
"230",77,70,"s59B","receiver","coop",100,2,2,"truth","trust","2",1761.1914,"active",230,"s59B+beta+event_230+tlrc"
"231",77,70,"s59B","receiver","coop",100,2,2,"truth","trust","FB",1768.1914,"feedback",231,"s59B+beta+event_231+tlrc"
"232",78,60,"s59B","receiver","comp",150,2,1,"lie","doubt","1",1774.2004,"waiting",232,"s59B+beta+event_232+tlrc"
"233",78,60,"s59B","receiver","comp",150,2,1,"lie","doubt","2",1781.2004,"active",233,"s59B+beta+event_233+tlrc"
"234",78,60,"s59B","receiver","comp",150,2,1,"lie","doubt","FB",1788.2004,"feedback",234,"s59B+beta+event_234+tlrc"
"235",79,20,"s59B","sender","coop",100,1,1,"truth","trust","1",1799.2086,"active",235,"s59B+beta+event_235+tlrc"
"236",79,20,"s59B","sender","coop",100,1,1,"truth","trust","2",1806.2086,"waiting",236,"s59B+beta+event_236+tlrc"
"237",79,20,"s59B","sender","coop",100,1,1,"truth","trust","FB",1813.2086,"feedback",237,"s59B+beta+event_237+tlrc"
"238",80,35,"s59B","sender","comp",150,2,1,"lie","doubt","1",1819.2173,"active",238,"s59B+beta+event_238+tlrc"
"239",80,35,"s59B","sender","comp",150,2,1,"lie","doubt","2",1826.2173,"waiting",239,"s59B+beta+event_239+tlrc"
"240",80,35,"s59B","sender","comp",150,2,1,"lie","doubt","FB",1833.2173,"feedback",240,"s59B+beta+event_240+tlrc"
"241",81,30,"s59B","receiver","coop",100,1,1,"truth","trust","1",1842.2262,"waiting",241,"s59B+beta+event_241+tlrc"
"242",81,30,"s59B","receiver","coop",100,1,1,"truth","trust","2",1849.2262,"active",242,"s59B+beta+event_242+tlrc"
"243",81,30,"s59B","receiver","coop",100,1,1,"truth","trust","FB",1856.2262,"feedback",243,"s59B+beta+event_243+tlrc"
"244",82,80,"s59B","receiver","comp",150,2,2,"truth","trust","1",1865.2345,"waiting",244,"s59B+beta+event_244+tlrc"
"245",82,80,"s59B","receiver","comp",150,2,2,"truth","trust","2",1872.2345,"active",245,"s59B+beta+event_245+tlrc"
"246",82,80,"s59B","receiver","comp",150,2,2,"truth","trust","FB",1879.2345,"feedback",246,"s59B+beta+event_246+tlrc"
"247",83,15,"s59B","sender","coop",100,1,1,"truth","trust","1",1884.2434,"active",247,"s59B+beta+event_247+tlrc"
"248",83,15,"s59B","sender","coop",100,1,1,"truth","trust","2",1891.2434,"waiting",248,"s59B+beta+event_248+tlrc"
"249",83,15,"s59B","sender","coop",100,1,1,"truth","trust","FB",1898.2434,"feedback",249,"s59B+beta+event_249+tlrc"
"250",84,85,"s59B","sender","comp",0,1,2,"lie","doubt","1",1907.2518,"active",250,"s59B+beta+event_250+tlrc"
"251",84,85,"s59B","sender","comp",0,1,2,"lie","doubt","2",1914.2518,"waiting",251,"s59B+beta+event_251+tlrc"
"252",84,85,"s59B","sender","comp",0,1,2,"lie","doubt","FB",1921.2518,"feedback",252,"s59B+beta+event_252+tlrc"
"253",85,60,"s59B","receiver","coop",0,1,1,"lie","trust","1",1950.0009,"waiting",253,"s59B+beta+event_253+tlrc"
"254",85,60,"s59B","receiver","coop",0,1,1,"lie","trust","2",1957.0009,"active",254,"s59B+beta+event_254+tlrc"
"255",85,60,"s59B","receiver","coop",0,1,1,"lie","trust","FB",1964.0009,"feedback",255,"s59B+beta+event_255+tlrc"
"256",86,35,"s59B","receiver","comp",0,2,1,"truth","doubt","1",1972.0202,"waiting",256,"s59B+beta+event_256+tlrc"
"257",86,35,"s59B","receiver","comp",0,2,1,"truth","doubt","2",1979.0202,"active",257,"s59B+beta+event_257+tlrc"
"258",86,35,"s59B","receiver","comp",0,2,1,"truth","doubt","FB",1986.0202,"feedback",258,"s59B+beta+event_258+tlrc"
"259",87,85,"s59B","sender","coop",100,2,2,"truth","trust","1",1994.0327,"active",259,"s59B+beta+event_259+tlrc"
"260",87,85,"s59B","sender","coop",100,2,2,"truth","trust","2",2001.0327,"waiting",260,"s59B+beta+event_260+tlrc"
"261",87,85,"s59B","sender","coop",100,2,2,"truth","trust","FB",2008.0327,"feedback",261,"s59B+beta+event_261+tlrc"
"262",88,20,"s59B","sender","comp",0,2,1,"lie","doubt","1",2014.0412,"active",262,"s59B+beta+event_262+tlrc"
"263",88,20,"s59B","sender","comp",0,2,1,"lie","doubt","2",2021.0412,"waiting",263,"s59B+beta+event_263+tlrc"
"264",88,20,"s59B","sender","comp",0,2,1,"lie","doubt","FB",2028.0412,"feedback",264,"s59B+beta+event_264+tlrc"
"265",89,90,"s59B","receiver","coop",100,2,2,"truth","trust","1",2036.0492,"waiting",265,"s59B+beta+event_265+tlrc"
"266",89,90,"s59B","receiver","coop",100,2,2,"truth","trust","2",2043.0492,"active",266,"s59B+beta+event_266+tlrc"
"267",89,90,"s59B","receiver","coop",100,2,2,"truth","trust","FB",2050.0492,"feedback",267,"s59B+beta+event_267+tlrc"
"268",90,80,"s59B","receiver","comp",150,2,1,"lie","doubt","1",2059.0582,"waiting",268,"s59B+beta+event_268+tlrc"
"269",90,80,"s59B","receiver","comp",150,2,1,"lie","doubt","2",2066.0582,"active",269,"s59B+beta+event_269+tlrc"
"270",90,80,"s59B","receiver","comp",150,2,1,"lie","doubt","FB",2073.0582,"feedback",270,"s59B+beta+event_270+tlrc"
"271",91,40,"s59B","sender","coop",100,1,1,"truth","trust","1",2081.0666,"active",271,"s59B+beta+event_271+tlrc"
"272",91,40,"s59B","sender","coop",100,1,1,"truth","trust","2",2088.0666,"waiting",272,"s59B+beta+event_272+tlrc"
"273",91,40,"s59B","sender","coop",100,1,1,"truth","trust","FB",2095.0666,"feedback",273,"s59B+beta+event_273+tlrc"
"274",92,90,"s59B","sender","comp",150,1,1,"lie","trust","1",2104.0748,"active",274,"s59B+beta+event_274+tlrc"
"275",92,90,"s59B","sender","comp",150,1,1,"lie","trust","2",2111.0748,"waiting",275,"s59B+beta+event_275+tlrc"
"276",92,90,"s59B","sender","comp",150,1,1,"lie","trust","FB",2118.0748,"feedback",276,"s59B+beta+event_276+tlrc"
"277",93,75,"s59B","receiver","coop",100,2,2,"truth","trust","1",2127.087,"waiting",277,"s59B+beta+event_277+tlrc"
"278",93,75,"s59B","receiver","coop",100,2,2,"truth","trust","2",2134.087,"active",278,"s59B+beta+event_278+tlrc"
"279",93,75,"s59B","receiver","coop",100,2,2,"truth","trust","FB",2141.087,"feedback",279,"s59B+beta+event_279+tlrc"
"280",94,80,"s59B","receiver","comp",0,1,2,"truth","doubt","1",2152.0952,"waiting",280,"s59B+beta+event_280+tlrc"
"281",94,80,"s59B","receiver","comp",0,1,2,"truth","doubt","2",2159.0952,"active",281,"s59B+beta+event_281+tlrc"
"282",94,80,"s59B","receiver","comp",0,1,2,"truth","doubt","FB",2166.0952,"feedback",282,"s59B+beta+event_282+tlrc"
"283",95,20,"s59B","sender","coop",100,1,1,"truth","trust","1",2174.1035,"active",283,"s59B+beta+event_283+tlrc"
"284",95,20,"s59B","sender","coop",100,1,1,"truth","trust","2",2181.1035,"waiting",284,"s59B+beta+event_284+tlrc"
"285",95,20,"s59B","sender","coop",100,1,1,"truth","trust","FB",2188.1035,"feedback",285,"s59B+beta+event_285+tlrc"
"286",96,35,"s59B","sender","comp",150,2,2,"lie","trust","1",2200.1124,"active",286,"s59B+beta+event_286+tlrc"
"287",96,35,"s59B","sender","comp",150,2,2,"lie","trust","2",2207.1124,"waiting",287,"s59B+beta+event_287+tlrc"
"288",96,35,"s59B","sender","comp",150,2,2,"lie","trust","FB",2214.1124,"feedback",288,"s59B+beta+event_288+tlrc"
"289",97,40,"s59B","receiver","coop",100,1,1,"truth","trust","1",2224.1208,"waiting",289,"s59B+beta+event_289+tlrc"
"290",97,40,"s59B","receiver","coop",100,1,1,"truth","trust","2",2231.1208,"active",290,"s59B+beta+event_290+tlrc"
"291",97,40,"s59B","receiver","coop",100,1,1,"truth","trust","FB",2238.1208,"feedback",291,"s59B+beta+event_291+tlrc"
"292",98,15,"s59B","receiver","comp",0,2,1,"truth","doubt","1",2247.1297,"waiting",292,"s59B+beta+event_292+tlrc"
"293",98,15,"s59B","receiver","comp",0,2,1,"truth","doubt","2",2254.1297,"active",293,"s59B+beta+event_293+tlrc"
"294",98,15,"s59B","receiver","comp",0,2,1,"truth","doubt","FB",2261.1297,"feedback",294,"s59B+beta+event_294+tlrc"
"295",99,75,"s59B","sender","coop",100,2,2,"truth","trust","1",2268.1382,"active",295,"s59B+beta+event_295+tlrc"
"296",99,75,"s59B","sender","coop",100,2,2,"truth","trust","2",2275.1382,"waiting",296,"s59B+beta+event_296+tlrc"
"297",99,75,"s59B","sender","coop",100,2,2,"truth","trust","FB",2282.1382,"feedback",297,"s59B+beta+event_297+tlrc"
"298",100,10,"s59B","sender","comp",150,1,2,"truth","doubt","1",2292.1466,"active",298,"s59B+beta+event_298+tlrc"
"299",100,10,"s59B","sender","comp",150,1,2,"truth","doubt","2",2299.1466,"waiting",299,"s59B+beta+event_299+tlrc"
"300",100,10,"s59B","sender","comp",150,1,2,"truth","doubt","FB",2306.1466,"feedback",300,"s59B+beta+event_300+tlrc"
"301",101,65,"s59B","receiver","coop",0,2,2,"truth","trust","1",2316.1558,"waiting",301,"s59B+beta+event_301+tlrc"
"302",101,65,"s59B","receiver","coop",0,2,2,"truth","trust","2",2323.1558,"active",302,"s59B+beta+event_302+tlrc"
"303",101,65,"s59B","receiver","coop",0,2,2,"truth","trust","FB",2330.1558,"feedback",303,"s59B+beta+event_303+tlrc"
"304",102,25,"s59B","receiver","comp",0,2,2,"lie","trust","1",2337.1641,"waiting",304,"s59B+beta+event_304+tlrc"
"305",102,25,"s59B","receiver","comp",0,2,2,"lie","trust","2",2344.1641,"active",305,"s59B+beta+event_305+tlrc"
"306",102,25,"s59B","receiver","comp",0,2,2,"lie","trust","FB",2351.1641,"feedback",306,"s59B+beta+event_306+tlrc"
"307",103,10,"s59B","sender","coop",100,1,1,"truth","trust","1",2358.1744,"active",307,"s59B+beta+event_307+tlrc"
"308",103,10,"s59B","sender","coop",100,1,1,"truth","trust","2",2365.1744,"waiting",308,"s59B+beta+event_308+tlrc"
"309",103,10,"s59B","sender","coop",100,1,1,"truth","trust","FB",2372.1744,"feedback",309,"s59B+beta+event_309+tlrc"
"310",104,70,"s59B","sender","comp",150,2,1,"truth","doubt","1",2383.1828,"active",310,"s59B+beta+event_310+tlrc"
"311",104,70,"s59B","sender","comp",150,2,1,"truth","doubt","2",2390.1828,"waiting",311,"s59B+beta+event_311+tlrc"
"312",104,70,"s59B","sender","comp",150,2,1,"truth","doubt","FB",2397.1828,"feedback",312,"s59B+beta+event_312+tlrc"
"313",105,25,"s59B","receiver","coop",0,1,1,"truth","trust","1",2407.1911,"waiting",313,"s59B+beta+event_313+tlrc"
"314",105,25,"s59B","receiver","coop",0,1,1,"truth","trust","2",2414.1911,"active",314,"s59B+beta+event_314+tlrc"
"315",105,25,"s59B","receiver","coop",0,1,1,"truth","trust","FB",2421.1911,"feedback",315,"s59B+beta+event_315+tlrc"
"316",106,15,"s59B","receiver","comp",0,2,1,"truth","doubt","1",2428.2002,"waiting",316,"s59B+beta+event_316+tlrc"
"317",106,15,"s59B","receiver","comp",0,2,1,"truth","doubt","2",2435.2002,"active",317,"s59B+beta+event_317+tlrc"
"318",106,15,"s59B","receiver","comp",0,2,1,"truth","doubt","FB",2442.2002,"feedback",318,"s59B+beta+event_318+tlrc"
"319",107,85,"s59B","sender","coop",100,2,2,"truth","trust","1",2452.2086,"active",319,"s59B+beta+event_319+tlrc"
"320",107,85,"s59B","sender","coop",100,2,2,"truth","trust","2",2459.2086,"waiting",320,"s59B+beta+event_320+tlrc"
"321",107,85,"s59B","sender","coop",100,2,2,"truth","trust","FB",2466.2086,"feedback",321,"s59B+beta+event_321+tlrc"
"322",108,30,"s59B","sender","comp",150,2,1,"lie","doubt","1",2476.2173,"active",322,"s59B+beta+event_322+tlrc"
"323",108,30,"s59B","sender","comp",150,2,1,"lie","doubt","2",2483.2173,"waiting",323,"s59B+beta+event_323+tlrc"
"324",108,30,"s59B","sender","comp",150,2,1,"lie","doubt","FB",2490.2173,"feedback",324,"s59B+beta+event_324+tlrc"
"325",109,65,"s59B","receiver","coop",100,2,2,"truth","trust","1",2500.2262,"waiting",325,"s59B+beta+event_325+tlrc"
"326",109,65,"s59B","receiver","coop",100,2,2,"truth","trust","2",2507.2262,"active",326,"s59B+beta+event_326+tlrc"
"327",109,65,"s59B","receiver","coop",100,2,2,"truth","trust","FB",2514.2262,"feedback",327,"s59B+beta+event_327+tlrc"
"328",110,30,"s59B","receiver","comp",150,1,2,"lie","doubt","1",2519.2349,"waiting",328,"s59B+beta+event_328+tlrc"
"329",110,30,"s59B","receiver","comp",150,1,2,"lie","doubt","2",2526.2349,"active",329,"s59B+beta+event_329+tlrc"
"330",110,30,"s59B","receiver","comp",150,1,2,"lie","doubt","FB",2533.2349,"feedback",330,"s59B+beta+event_330+tlrc"
"331",111,60,"s59B","sender","coop",100,2,2,"truth","trust","1",2540.2437,"active",331,"s59B+beta+event_331+tlrc"
"332",111,60,"s59B","sender","coop",100,2,2,"truth","trust","2",2547.2437,"waiting",332,"s59B+beta+event_332+tlrc"
"333",111,60,"s59B","sender","coop",100,2,2,"truth","trust","FB",2554.2437,"feedback",333,"s59B+beta+event_333+tlrc"
"334",112,70,"s59B","sender","comp",150,1,2,"lie","doubt","1",2560.2522,"active",334,"s59B+beta+event_334+tlrc"
"335",112,70,"s59B","sender","comp",150,1,2,"lie","doubt","2",2567.2522,"waiting",335,"s59B+beta+event_335+tlrc"
"336",112,70,"s59B","sender","comp",150,1,2,"lie","doubt","FB",2574.2522,"feedback",336,"s59B+beta+event_336+tlrc"
